分類コード,区分名称,診療行為コード,診療行為,点数,総計,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
D007,血液化学検査,160167950,腟分泌液中インスリン様成長因子結合蛋白１型（ＩＧＦＢＰ－１）定性,185,8582,655,727,791,786,790,724,733,669,720,682,647,658
D007,血液化学検査,160168150,心臓由来脂肪酸結合蛋白（Ｈ－ＦＡＢＰ）定性,143,55137,4979,4921,4908,4957,4572,4420,4560,4425,4582,4472,4233,4108
D007,血液化学検査,160168450,肺サーファクタント蛋白－Ｄ（ＳＰ－Ｄ）,136,654149,54240,55015,53855,57476,53377,53018,56286,53565,53899,56428,51393,55597
D007,血液化学検査,160168550,ＫＬ－６,117,1993955,166145,167387,163496,175012,161806,161354,172372,161602,166579,170999,156681,170522
D007,血液化学検査,160169350,肺サーファクタント蛋白－Ａ（ＳＰ－Ａ）,130,9066,799,861,781,814,772,741,708,697,736,749,681,727
D007,血液化学検査,160171750,心筋トロポニンＩ,117,570099,47576,47094,46992,49158,47043,44552,48183,48008,50303,49976,45717,45497
D007,血液化学検査,160171850,抱合型ビリルビン,11,101324,8525,8350,8272,8702,8651,8200,8790,8125,8366,8483,8130,8730
D007,血液化学検査,160173910,マンガン（Ｍｎ）,27,1028,80,90,81,99,99,87,83,90,71,90,80,78
D007,血液化学検査,160177250,シスタチンＣ,121,541083,43526,40314,43516,50281,48621,44290,47352,44430,46014,44398,41768,46573
D007,血液化学検査,160177350,ペントシジン,118,8188,702,765,813,737,637,655,796,678,646,613,581,565
D007,血液化学検査,160177550,プロカルシトニン（ＰＣＴ）半定量,301,111135,8738,9361,9204,10152,10259,9022,8896,8283,9109,9169,8463,10479
D007,血液化学検査,160180850,イヌリン,120,625,55,40,54,51,64,54,64,52,46,43,48,54
D007,血液化学検査,160180950,尿中硫酸抱合型胆汁酸測定,57,246,13,17,13,13,20,14,14,15,16,13,15,83
D007,血液化学検査,160184250,マロンジアルデヒド修飾ＬＤＬ（ＭＤＡ－ＬＤＬ）,200,12687,1316,1276,1233,1030,1017,1031,1047,976,1023,937,855,946
D007,血液化学検査,160192410,ＡＬＰアイソザイム及び骨型アルカリホスファターゼ（ＢＡＰ）,96,3033,271,233,267,281,264,236,263,233,235,239,245,266
D007,血液化学検査,160192510,フェリチン定量,111,4018509,325144,325911,340559,364654,339652,344570,354933,328732,333565,329582,306954,324253
D007,血液化学検査,160192610,ミオグロビン定量,143,71217,5989,6116,6109,6733,6554,5901,5850,5690,5797,5714,5318,5446
D007,血液化学検査,160192710,心臓由来脂肪酸結合蛋白（Ｈ－ＦＡＢＰ）定量,143,14288,1191,1248,1191,1248,1159,1163,1179,1213,1272,1218,1135,1071
D007,血液化学検査,160192810,プロカルシトニン（ＰＣＴ）定量,301,215816,17490,18208,18172,19708,19744,17909,17472,16307,17178,17636,16290,19702
D007,血液化学検査,160201650,リポ蛋白分画（ＨＰＬＣ法）,129,1549,113,118,142,120,106,117,143,175,155,127,114,119
D007,血液化学検査,160202450,プレセプシン定量,301,9569,758,810,796,883,872,829,749,728,719,764,738,923
D007,血液化学検査,160204950,Ｍａｃ－２結合蛋白糖鎖修飾異性体,194,375116,30878,28794,32270,32123,29955,30844,32875,30823,32798,32177,29495,32084
D007,血液化学検査,160206110,アポリポ蛋白（１項目の場合）,31,30129,2354,2176,2239,2432,2288,2562,2659,2527,2733,2647,2675,2837
D007,血液化学検査,160206210,アポリポ蛋白（２項目の場合）,62,9057,746,786,776,889,857,856,838,728,614,706,617,644
D007,血液化学検査,160206310,アポリポ蛋白（３項目以上の場合）,94,139426,12525,11297,11701,12269,11404,11246,12019,11277,11743,11146,11467,11332
D007,血液化学検査,160206410,セレン,144,5904,402,427,454,483,519,519,498,462,546,549,472,573
D007,血液化学検査,160209050,２５－ヒドロキシビタミンＤ,400,94871,8379,8098,8894,8870,8063,7457,7880,7441,7823,7431,6948,7587
D007,血液化学検査,160210350,インフリキシマブ定性,310,649,66,73,64,54,50,56,62,42,44,52,39,47
D007,血液化学検査,160210550,遊離カルニチン,95,104922,7798,7205,9475,8990,7229,9283,8545,7619,11376,9596,8929,8877
D007,血液化学検査,160211710,遊離脂肪酸,59,12954,1023,973,1032,1129,1143,1084,1105,1075,1086,1151,1093,1060
D007,血液化学検査,160211850,総カルニチン,95,107459,7986,7551,9756,8919,7519,9354,8767,7946,11716,9879,9083,8983
D007,血液化学検査,160215150,オートタキシン,194,21731,1567,1408,1982,1979,1674,1694,1925,1853,1982,1862,1807,1998
D007,血液化学検査,160215350,２５－ヒドロキシビタミンＤ（ＥＣＬＩＡ法、ＣＬＩＡ法又はＣＬＥＩＡ法）,117,314365,26818,25151,26654,28008,24201,25908,27314,26736,26271,26382,24917,26005
D007,血液化学検査,160216750,ＦＧＦ２３,788,340,0,0,0,0,0,0,0,0,52,43,47,191
D008,内分泌学的検査,160030310,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定性,55,49954,4017,4420,4358,4485,4358,4230,4273,3910,4012,4237,3815,3839
D008,内分泌学的検査,160030810,５－ハイドロキシインドール酢酸（５－ＨＩＡＡ）,95,2195,175,187,231,222,195,174,189,164,149,193,139,177
D008,内分泌学的検査,160031010,ホモバニリン酸（ＨＶＡ）,69,5067,390,370,412,460,488,387,441,416,445,415,374,469
D008,内分泌学的検査,160031110,バニールマンデル酸（ＶＭＡ）,90,11633,1021,937,991,1051,908,846,1043,975,1045,934,917,965
D008,内分泌学的検査,160031310,トリヨードサイロニン（Ｔ３）,105,99922,8862,8714,9547,9697,8319,8535,8724,7796,7408,7153,7384,7783
D008,内分泌学的検査,160031410,サイロキシン結合能（ＴＢＣ）,140,284,20,23,23,23,22,19,28,35,26,23,18,24
D008,内分泌学的検査,160031510,インスリン（ＩＲＩ）,109,694268,64214,57423,60594,60597,55753,55210,57988,54308,56975,56532,55867,58807
D008,内分泌学的検査,160031610,１７－ケトステロイド分画（１７－ＫＳ分画）,213,154,12,10,0,19,10,16,17,12,12,15,0,14
D008,内分泌学的検査,160031710,甲状腺刺激ホルモン（ＴＳＨ）,107,15391416,1299103,1273032,1350864,1410663,1276437,1296352,1330863,1244901,1253886,1229173,1179993,1246149
D008,内分泌学的検査,160031810,サイロキシン（Ｔ４）,111,86710,7711,7481,8222,8272,7259,7411,7541,6763,6484,6435,6459,6672
D008,内分泌学的検査,160031910,成長ホルモン（ＧＨ）,114,161555,13590,12665,13995,15332,14646,13023,13598,13129,13439,12855,11953,13330
D008,内分泌学的検査,160032010,ガストリン,107,25475,2218,1984,2194,2355,2041,2129,2236,2073,2206,2001,1918,2120
D008,内分泌学的検査,160032110,セクレチン,170,114,25,21,27,34,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160032210,レニン活性,100,489729,41051,38012,40053,41146,36086,37014,42151,44523,43941,41742,41620,42390
D008,内分泌学的検査,160032310,プロラクチン（ＰＲＬ）,98,984294,81741,81249,88932,92043,82066,82013,83251,78727,77324,78023,77572,81353
D008,内分泌学的検査,160032410,エストロゲン半定量,180,7419,673,724,671,718,587,637,619,567,572,612,518,521
D008,内分泌学的検査,160032510,ヒト絨毛性ゴナドトロピン（ＨＣＧ）半定量,142,57446,4716,4976,4682,5202,4999,4617,4779,4646,4855,4651,4499,4824
D008,内分泌学的検査,160032610,ヒト絨毛性ゴナドトロピン－βサブユニット（ＨＣＧ－β）,140,51979,4358,4160,4491,4611,4596,4328,4393,4217,4509,4143,3816,4357
D008,内分泌学的検査,160032910,卵胞刺激ホルモン（ＦＳＨ）,114,1463019,117745,120222,133510,140804,127182,125585,125574,115894,113942,112989,110550,119022
D008,内分泌学的検査,160033010,Ｃ－ペプチド（ＣＰＲ）,114,1042241,94755,87096,89888,91629,83843,80518,85507,80447,84886,87251,86126,90295
D008,内分泌学的検査,160033210,遊離トリヨードサイロニン（ＦＴ３）,130,9728659,819608,803621,852834,890373,810472,818000,840016,790957,798051,775526,743217,785984
D008,内分泌学的検査,160033310,遊離サイロキシン（ＦＴ４）,130,14770120,1244930,1220072,1294456,1353690,1226612,1244216,1277914,1195942,1205011,1179251,1131710,1196316
D008,内分泌学的検査,160033410,カテコールアミン分画,175,273865,23261,21750,22811,22923,19939,20658,23374,25149,24380,23046,23095,23479
D008,内分泌学的検査,160033510,カテコールアミン,200,14962,1200,1195,1280,1211,1103,1169,1293,1344,1316,1284,1272,1295
D008,内分泌学的検査,160033610,カルシトニン,141,60478,5163,4952,5354,5530,5016,5134,5415,5084,4926,4657,4427,4820
D008,内分泌学的検査,160033910,テストステロン,128,518368,42764,41122,44853,48529,45960,41544,42823,40745,42905,41243,40177,45703
D008,内分泌学的検査,160034010,コルチゾール,130,756120,59598,58416,63293,68344,63117,61266,65675,64022,64607,62504,60247,65031
D008,内分泌学的検査,160034110,アルドステロン,128,533015,44320,41183,43780,45098,39436,40484,46016,48399,47789,45280,45089,46141
D008,内分泌学的検査,160034210,サイログロブリン,137,1456489,125083,119320,129435,130440,116034,123198,129260,125102,123554,111822,107394,115847
D008,内分泌学的検査,160034310,サイロキシン結合グロブリン（ＴＢＧ）,130,10276,905,806,864,969,875,926,887,819,846,790,745,844
D008,内分泌学的検査,160034410,エストリオール（Ｅ３）,180,3847,265,328,343,385,343,349,333,279,293,308,311,310
D008,内分泌学的検査,160034510,１７－ケトジェニックステロイド（１７－ＫＧＳ）,200,44,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160034610,１７－ケトジェニックステロイド分画（１７－ＫＧＳ分画）,220,38,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160034710,プロゲステロン,155,580061,48574,47953,53631,55325,47873,49295,49692,47528,44177,43378,45980,46655
D008,内分泌学的検査,160034810,プレグナンジオール,213,33,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160034910,プレグナントリオール,240,519,41,31,48,47,44,30,49,35,53,44,46,51
D008,内分泌学的検査,160035010,メタネフリン,223,3049,247,222,245,277,256,239,254,245,293,258,244,269
D008,内分泌学的検査,160035110,メタネフリン・ノルメタネフリン分画,227,19497,1577,1405,1566,1618,1554,1561,1712,1714,1732,1685,1626,1747
D008,内分泌学的検査,160035210,グルカゴン,150,14165,1201,1246,1035,1028,1035,1066,1206,1189,1324,1274,1219,1342
D008,内分泌学的検査,160035310,エストラジオール（Ｅ２）,182,1537680,124111,127340,141016,146890,129480,133507,133507,123992,118176,117424,118083,124154
D008,内分泌学的検査,160035410,サイクリックＡＭＰ（ｃＡＭＰ）,175,493,37,26,48,51,43,44,35,32,50,50,41,36
D008,内分泌学的検査,160035510,副甲状腺ホルモン（ＰＴＨ）,175,1057039,89780,86073,88076,93848,86260,87349,89977,85554,89258,88476,82806,89582
D008,内分泌学的検査,160035610,副腎皮質刺激ホルモン（ＡＣＴＨ）,200,588934,45809,45109,49044,52910,49604,47624,51116,49769,50487,49122,47262,51078
D008,内分泌学的検査,160035710,ソマトメジンＣ,224,321508,26636,23314,26548,32002,33453,24064,25171,24159,28602,25178,22850,29531
D008,内分泌学的検査,160035910,抗利尿ホルモン（ＡＤＨ）,235,40265,3115,3060,3494,3968,3856,3393,3506,3186,3227,3233,2943,3284
D008,内分泌学的検査,160115810,レニン定量,111,52752,4423,4061,4410,4602,4006,4160,4637,4643,4716,4316,4244,4534
D008,内分泌学的検査,160115910,ノルメタネフリン,250,194,19,0,17,17,0,16,16,16,20,20,19,19
D008,内分泌学的検査,160116010,遊離テストステロン,166,64425,5091,5203,5633,5769,5294,5381,5457,5324,5445,5357,5130,5341
D008,内分泌学的検査,160116210,１７α－ヒドロキシプロゲステロン（１７α－ＯＨＰ）,213,2452,198,199,200,225,243,179,216,190,213,194,176,219
D008,内分泌学的検査,160116310,心房性Ｎａ利尿ペプチド（ＡＮＰ）,227,113947,9723,9102,9928,10177,9582,9074,9254,8916,9495,9515,9107,10074
D008,内分泌学的検査,160123850,１１－ハイドロキシコルチコステロイド（１１－ＯＨＣＳ）,60,4428,342,363,393,370,371,358,401,394,350,362,359,365
D008,内分泌学的検査,160124050,ヒト胎盤性ラクトーゲン（ＨＰＬ）,140,38,14,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160124150,低単位ヒト絨毛性ゴナドトロピン（ＨＣＧ）半定量,170,4002,356,355,374,380,368,342,291,315,296,347,270,308
D008,内分泌学的検査,160125650,エリスロポエチン,209,141240,10965,11196,11991,13655,13106,13180,12932,11853,11738,10965,9536,10123
D008,内分泌学的検査,160134750,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定性（尿）,55,74489,5928,6565,6590,6935,6622,6230,6180,5933,6013,6083,5542,5868
D008,内分泌学的検査,160135150,５－ハイドロキシインドール酢酸（５－ＨＩＡＡ）（尿）,95,162,19,11,25,15,0,0,13,14,14,17,0,14
D008,内分泌学的検査,160135250,ホモバニリン酸（ＨＶＡ）（尿）,69,834,65,58,61,76,73,67,75,76,57,79,79,68
D008,内分泌学的検査,160135350,バニールマンデル酸（ＶＭＡ）（尿）,90,4244,355,321,392,369,317,297,358,396,368,322,384,365
D008,内分泌学的検査,160135450,エストロゲン半定量（尿）,180,8335,668,717,657,821,730,726,679,654,669,697,633,684
D008,内分泌学的検査,160135550,ヒト絨毛性ゴナドトロピン（ＨＣＧ）半定量（尿）,142,18536,1634,1669,1600,1660,1571,1495,1612,1444,1546,1397,1388,1520
D008,内分泌学的検査,160135650,ヒト絨毛性ゴナドトロピン－βサブユニット（ＨＣＧ－β）（尿）,140,333,32,31,28,33,29,22,32,24,19,25,28,30
D008,内分泌学的検査,160135750,卵胞刺激ホルモン（ＦＳＨ）（尿）,114,140,12,13,13,17,0,15,11,11,10,0,13,10
D008,内分泌学的検査,160135850,Ｃ－ペプチド（ＣＰＲ）（尿）,114,13538,1134,1380,1493,1039,883,1072,859,808,1257,1004,1227,1382
D008,内分泌学的検査,160135950,１７－ケトジェニックステロイド（１７－ＫＧＳ）（尿）,200,15,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160136050,１７－ケトジェニックステロイド分画（１７－ＫＧＳ分画）（尿）,220,15,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160136150,プレグナンジオール（尿）,213,123,10,10,10,0,0,16,13,0,11,0,0,13
D008,内分泌学的検査,160136350,１７－ケトステロイド分画（１７－ＫＳ分画）（尿）,213,173,15,12,11,11,13,17,23,14,17,10,12,18
D008,内分泌学的検査,160136450,テストステロン（尿）,128,51,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160136550,アルドステロン（尿）,128,2231,189,193,198,218,172,168,194,195,187,183,168,166
D008,内分泌学的検査,160136650,エストリオール（Ｅ３）（尿）,180,11837,979,1111,1002,1184,1057,1148,991,905,903,865,832,860
D008,内分泌学的検査,160136750,エストラジオール（Ｅ２）（尿）,182,155,17,19,0,14,16,14,11,13,15,11,11,0
D008,内分泌学的検査,160136850,サイクリックＡＭＰ（ｃＡＭＰ）（尿）,175,17,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160137050,プレグナントリオール（尿）,240,228,17,22,12,18,17,25,22,16,21,14,20,24
D008,内分泌学的検査,160137150,メタネフリン（尿）,223,2027,169,145,159,173,168,147,169,173,201,192,166,165
D008,内分泌学的検査,160137250,メタネフリン・ノルメタネフリン分画（尿）,227,16267,1376,1185,1239,1366,1169,1275,1405,1480,1528,1423,1428,1393
D008,内分泌学的検査,160138350,５－ハイドロキシインドール酢酸（５－ＨＩＡＡ）（髄液）,95,13,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160138450,ホモバニリン酸（ＨＶＡ）（髄液）,69,27,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160138550,バニールマンデル酸（ＶＭＡ）（髄液）,90,16,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160149910,黄体形成ホルモン（ＬＨ）,114,1277553,103729,104148,115463,122735,112016,108046,108533,101480,99518,98863,97241,105781
D008,内分泌学的検査,160151250,オステオカルシン（ＯＣ）,165,10453,976,807,948,948,1092,1116,730,684,1167,547,482,956
D008,内分泌学的検査,160152950,デヒドロエピアンドロステロン硫酸抱合体（ＤＨＥＡ－Ｓ）,176,134225,10928,10061,11266,12458,12150,10542,11223,11075,11556,10719,10181,12066
D008,内分泌学的検査,160153650,副甲状腺ホルモン関連蛋白Ｃ端フラグメント（Ｃ－ＰＴＨｒＰ）,180,810,52,51,73,70,75,69,74,65,85,69,64,63
D008,内分泌学的検査,160154650,副甲状腺ホルモン関連蛋白（ＰＴＨｒＰ）,194,11608,977,939,973,1058,963,951,1050,969,980,948,862,938
D008,内分泌学的検査,160162050,抗グルタミン酸デカルボキシラーゼ抗体（抗ＧＡＤ抗体）,134,320733,29748,27627,28573,29647,25533,24467,25922,24878,25435,25549,26049,27305
D008,内分泌学的検査,160162350,脳性Ｎａ利尿ペプチド（ＢＮＰ）,136,10919846,949050,916535,918807,968236,894320,880727,935885,877188,900673,919643,861508,897274
D008,内分泌学的検査,160163350,インスリン様成長因子結合蛋白３型（ＩＧＦＢＰ－３）,280,17,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160164250,１型コラーゲン架橋Ｎ－テロペプチド（ＮＴＸ）,156,302509,27814,25717,27383,27724,23751,25433,26412,24583,24327,23525,22629,23211
D008,内分泌学的検査,160164650,デオキシピリジノリン（ＤＰＤ）（尿）,191,38004,3449,3297,3389,3478,3017,3252,3317,2918,2931,2981,3080,2895
D008,内分泌学的検査,160168650,骨型アルカリホスファターゼ（ＢＡＰ）,161,499861,44902,40544,43634,43216,38772,42468,43094,40227,42096,40327,38286,42295
D008,内分泌学的検査,160174850,１型コラーゲン架橋Ｃ－テロペプチド－β異性体（β－ＣＴＸ）（尿）,169,410,60,73,74,56,39,21,12,20,0,0,16,23
D008,内分泌学的検査,160176950,抗ＩＡ－２抗体,213,4656,433,404,508,485,385,312,301,333,381,348,344,422
D008,内分泌学的検査,160181050,１型コラーゲン架橋Ｃ－テロペプチド－β異性体（β－ＣＴＸ）,170,1118,57,40,62,68,51,89,135,132,124,134,102,124
D008,内分泌学的検査,160181250,脳性Ｎａ利尿ペプチド前駆体Ｎ端フラグメント（ＮＴ－ｐｒｏＢＮＰ）,140,5291042,454294,431988,445555,458069,420410,431408,449964,418345,433423,450467,438070,459049
D008,内分泌学的検査,160181350,低カルボキシル化オステオカルシン（ｕｃＯＣ）,162,108129,9396,8959,9335,9645,8580,8836,9282,8956,9138,8866,8276,8860
D008,内分泌学的検査,160184450,酒石酸抵抗性酸ホスファターゼ（ＴＲＡＣＰ－５ｂ）,156,1125301,97466,92876,96862,98825,86547,92785,98016,93023,93792,93687,88426,92996
D008,内分泌学的検査,160188650,インタクト１型プロコラーゲン－Ｎ－プロペプチド（Ｉｎｔａｃｔ　Ｐ１ＮＰ）,168,143858,12795,12076,12523,12528,11020,11665,12318,11898,12303,11878,11160,11694
D008,内分泌学的検査,160192910,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定量,142,111036,8956,9124,9181,9760,9452,9174,9526,9202,9541,9028,8461,9631
D008,内分泌学的検査,160193010,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定量（尿）,142,27531,2256,2358,2253,2461,2341,2226,2306,2346,2303,2339,2152,2190
D008,内分泌学的検査,160193110,エストロゲン定量,180,6584,569,523,570,632,548,563,596,541,543,474,489,536
D008,内分泌学的検査,160193210,エストロゲン定量（尿）,180,645,55,49,48,71,57,54,64,55,40,43,68,41
D008,内分泌学的検査,160201750,１型プロコラーゲン－Ｎ－プロペプチド（Ｐ１ＮＰ）,170,896545,74418,72190,75397,76303,68177,73356,78791,75564,76515,75955,72811,77068
D009,腫瘍マーカー,160036510,癌胎児性抗原（ＣＥＡ）,105,3956591,350260,335153,356865,361862,314266,331961,350920,322693,309511,313265,297361,312474
D009,腫瘍マーカー,160036710,α－フェトプロテイン（ＡＦＰ）,107,2161543,188650,176148,188582,187967,171946,180670,191398,177589,183132,176110,163964,175387
D009,腫瘍マーカー,160036910,ＤＵＰＡＮ－２,121,168471,13924,13545,14444,14705,13003,14130,14996,14437,14050,14008,13283,13946
D009,腫瘍マーカー,160037110,組織ポリペプタイド抗原（ＴＰＡ）,110,16515,1463,1389,1494,1510,1272,1431,1446,1395,1270,1288,1294,1263
D009,腫瘍マーカー,160037210,ＣＡ１９－９,130,3461391,302811,289189,311189,314734,273054,289648,307355,284369,275318,274999,262512,276213
D009,腫瘍マーカー,160037310,ＣＡ１５－３,121,61968,5149,5114,5411,5641,5197,5573,5535,5256,4968,4853,4453,4818
D009,腫瘍マーカー,160037410,扁平上皮癌関連抗原（ＳＣＣ抗原）,110,369555,32071,31087,32848,34581,30070,31017,32980,30544,29593,29129,27180,28455
D009,腫瘍マーカー,160037510,前立腺特異抗原（ＰＳＡ）,130,3164239,292977,265254,274487,279620,242290,254880,276602,257166,255501,257458,246374,261630
D009,腫瘍マーカー,160037710,エラスターゼ１,129,185794,16618,15542,16847,16835,14370,15319,16397,15447,15170,14780,13857,14612
D009,腫瘍マーカー,160037810,前立腺酸ホスファターゼ抗原（ＰＡＰ）,124,2909,316,252,240,232,279,258,251,217,259,194,223,188
D009,腫瘍マーカー,160037910,神経特異エノラーゼ（ＮＳＥ）,146,57034,5030,4846,5054,5333,4843,4800,4930,4773,4430,4538,4175,4282
D009,腫瘍マーカー,160038010,ＣＡ１２５,148,779472,64115,64166,70649,72324,63289,66128,69150,65601,63663,60993,58613,60781
D009,腫瘍マーカー,160038110,γ－セミノプロテイン（γ－Ｓｍ）,194,8378,886,745,760,740,735,661,740,683,617,632,591,588
D009,腫瘍マーカー,160116410,ＮＣＣ－ＳＴ－４３９,121,16262,1430,1365,1411,1495,1310,1393,1394,1280,1359,1308,1188,1329
D009,腫瘍マーカー,160116510,ＣＡ７２－４,146,40488,3459,3301,3688,3761,3193,3463,3724,3356,3303,3088,3009,3143
D009,腫瘍マーカー,160116910,塩基性フェトプロテイン（ＢＦＰ）,150,4811,447,419,453,418,410,410,386,414,391,339,350,374
D009,腫瘍マーカー,160117010,ＳＰａｎ－１,146,113162,9221,9103,9766,9881,8839,9478,10009,9780,9493,9382,8939,9271
D009,腫瘍マーカー,160117110,ＰＩＶＫＡ－２半定量,143,618941,53207,50181,54001,53023,48827,52018,54851,51278,52848,50689,47435,50583
D009,腫瘍マーカー,160117210,シアリルＬｅｘ－ｉ抗原（ＳＬＸ）,152,73941,6367,5939,6433,7025,6040,6412,6639,6329,6134,5790,5328,5505
D009,腫瘍マーカー,160125750,ＢＣＡ２２５,165,7999,636,698,696,762,627,821,748,663,597,619,549,583
D009,腫瘍マーカー,160137350,組織ポリペプタイド抗原（ＴＰＡ）（尿）,110,16,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160138850,ＳＰａｎ－１（腹水）,146,70,0,0,0,0,0,0,10,0,10,0,0,0
D009,腫瘍マーカー,160142450,シアリルＴｎ抗原（ＳＴＮ）,146,9492,802,781,939,856,742,792,881,775,785,738,694,707
D009,腫瘍マーカー,160143250,癌胎児性抗原（ＣＥＡ）定性（乳頭分泌液）,314,1344,107,141,121,129,100,132,113,110,100,93,89,109
D009,腫瘍マーカー,160150350,ＣＡ６０２,190,675,49,72,68,71,52,57,64,48,49,44,44,57
D009,腫瘍マーカー,160150450,ＣＡ５４／６１,184,2603,210,241,217,268,180,237,259,234,202,203,180,172
D009,腫瘍マーカー,160158050,可溶性インターロイキン－２レセプター（ｓＩＬ－２Ｒ）,438,357368,28890,29279,31049,32534,29582,29721,30873,29350,29841,29418,27119,29712
D009,腫瘍マーカー,160159050,サイトケラチン１９フラグメント（シフラ）,167,307994,26150,25639,26990,29403,25342,25824,27656,26029,24598,24620,22454,23289
D009,腫瘍マーカー,160162150,α－フェトプロテインレクチン分画（ＡＦＰ－Ｌ３％）,190,99777,8520,8069,8655,8634,7837,8369,8878,8351,8605,8220,7566,8073
D009,腫瘍マーカー,160162250,ガストリン放出ペプチド前駆体（ＰｒｏＧＲＰ）,175,210763,17442,17088,18269,20108,17637,17636,19444,18039,17185,16718,15321,15876
D009,腫瘍マーカー,160163250,シアリルＬｅｘ抗原（ＣＳＬＥＸ）,169,395,42,33,47,47,38,45,29,15,24,25,30,20
D009,腫瘍マーカー,160163750,癌関連ガラクトース転移酵素（ＧＡＴ）,184,59,0,0,10,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160168850,核マトリックスプロテイン２２（ＮＭＰ２２）定性（尿）,151,14444,1221,1090,1227,1216,1129,1174,1247,1352,1333,1152,1088,1215
D009,腫瘍マーカー,160168950,遊離型ＰＳＡ比（ＰＳＡ　Ｆ／Ｔ比）,158,179372,15117,14397,15072,16448,14727,14980,16154,15534,15186,14280,13385,14092
D009,腫瘍マーカー,160169710,尿中ＢＴＡ,80,89,0,0,0,10,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160175610,ＨＥＲ２蛋白,320,122,0,12,12,15,11,12,12,11,0,12,0,0
D009,腫瘍マーカー,160178510,１型コラーゲン－Ｃ－テロペプチド（１ＣＴＰ）,170,305,37,27,24,25,21,26,20,17,25,24,24,35
D009,腫瘍マーカー,160181750,抗ｐ５３抗体,163,31518,2669,2640,2962,2876,2411,2634,2784,2516,2450,2471,2536,2569
D009,腫瘍マーカー,160184850,サイトケラチン８・１８（尿）,160,11,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160193310,ＰＩＶＫＡ－２定量,143,865851,74786,69814,74445,74095,68614,71854,77108,71626,74438,71634,66287,71150
D009,腫瘍マーカー,160193410,癌胎児性抗原（ＣＥＡ）半定量（乳頭分泌液）,314,841,70,70,80,83,83,79,69,72,63,67,56,49
D009,腫瘍マーカー,160200410,核マトリックスプロテイン２２（ＮＭＰ２２）定量（尿）,151,13373,1085,1005,1076,1156,1070,1185,1238,1253,1198,1106,966,1035
D009,腫瘍マーカー,160204750,可溶性メソテリン関連ペプチド,220,1608,129,127,139,157,109,142,149,151,136,137,111,121
D009,腫瘍マーカー,160209850,ヒト精巣上体蛋白４（ＨＥ４）,200,20896,1526,1454,1800,1925,1650,1755,1920,1814,1839,1672,1745,1796
D010,特殊分析,160038210,糖分析（尿）,38,391,45,40,36,49,24,31,32,34,32,20,25,23
D010,特殊分析,160038310,結石分析,120,33106,2481,2590,2902,3219,3371,3180,3204,2739,2557,2377,2242,2244
D010,特殊分析,160038410,アミノ酸定性,350,1605,128,137,131,141,170,123,116,113,132,142,128,144
D010,特殊分析,160038510,脂肪酸分画,429,135837,13102,11599,11940,12222,10984,10981,11637,10711,10568,10774,10564,10755
D010,特殊分析,160038610,アミノ酸（１種類につき）,295,42897,3430,3531,3944,3978,3759,3531,3761,3634,3767,3266,3092,3204
D010,特殊分析,160038750,フェニール・アラニン（血清）,295,12,0,0,0,0,0,0,0,0,0,0,0,0
D010,特殊分析,160038850,ヒスチジン定量（血清）,295,0,0,0,0,0,0,0,0,0,0,0,0,0
D010,特殊分析,160102410,アミノ酸（５種類以上）,1212,13943,1151,1082,1145,1304,1277,1137,1170,1041,1260,1154,1007,1215
D010,特殊分析,160137450,アミノ酸定性（尿）,350,36,0,0,0,0,10,0,0,0,0,0,0,0
D010,特殊分析,160151850,チロシン,200,12,0,0,0,0,0,0,0,0,0,0,0,0
D010,特殊分析,160157550,総分岐鎖アミノ酸／チロシンモル比（ＢＴＲ）,288,48289,4107,3926,4216,4167,4075,3881,4331,3888,4070,4018,3668,3942
D010,特殊分析,160169810,先天性代謝異常症検査,1176,2632,216,201,222,244,237,226,194,222,234,204,221,211
D011,免疫血液学的検査,160039110,ＡＢＯ血液型,24,2537451,205335,209995,212507,238941,210647,203811,222859,212630,203015,217446,197294,202971
