分類コード,区分名称,診療行為コード,診療行為,点数,総計,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
D007,血液化学検査,160209050,２５－ヒドロキシビタミンＤ,400,23522,1922,1949,1815,2111,2052,1800,1944,2011,2087,1982,1838,2011
D007,血液化学検査,160210350,インフリキシマブ定性,310,212,22,16,19,20,14,26,14,23,0,22,0,19
D007,血液化学検査,160210550,遊離カルニチン,95,19154,1356,1449,1656,1763,1441,1555,1546,1772,1748,1693,1471,1704
D007,血液化学検査,160211710,遊離脂肪酸,59,4258,343,375,322,426,408,324,388,420,322,306,306,318
D007,血液化学検査,160211850,総カルニチン,95,20457,1412,1659,1747,1872,1515,1552,1607,1925,1930,1816,1621,1801
D007,血液化学検査,160215150,オートタキシン,194,1408,84,61,75,112,102,119,137,130,145,144,140,159
D007,血液化学検査,160215350,２５－ヒドロキシビタミンＤ（ＥＣＬＩＡ法、ＣＬＩＡ法又はＣＬＥＩＡ法）,117,27402,1768,1631,1705,2049,2037,2080,2302,2621,2839,2897,2665,2808
D007,血液化学検査,160216750,ＦＧＦ２３,788,0,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160030310,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定性,55,6357,529,569,571,618,604,559,540,526,477,478,466,420
D008,内分泌学的検査,160030810,５－ハイドロキシインドール酢酸（５－ＨＩＡＡ）,95,1416,117,92,120,142,126,127,136,118,127,121,77,113
D008,内分泌学的検査,160031010,ホモバニリン酸（ＨＶＡ）,69,3245,239,225,272,250,283,273,285,298,300,308,251,261
D008,内分泌学的検査,160031110,バニールマンデル酸（ＶＭＡ）,90,5278,428,419,462,478,464,416,454,456,449,475,385,392
D008,内分泌学的検査,160031310,トリヨードサイロニン（Ｔ３）,105,9223,884,838,843,899,878,676,780,715,719,738,577,676
D008,内分泌学的検査,160031410,サイロキシン結合能（ＴＢＣ）,140,65,0,0,0,0,0,0,11,0,0,0,0,0
D008,内分泌学的検査,160031510,インスリン（ＩＲＩ）,109,150528,13439,12653,13036,13622,12913,11603,12473,12092,11961,12416,11897,12423
D008,内分泌学的検査,160031610,１７－ケトステロイド分画（１７－ＫＳ分画）,213,909,69,71,91,80,128,73,90,65,73,56,46,67
D008,内分泌学的検査,160031710,甲状腺刺激ホルモン（ＴＳＨ）,107,1748755,146168,144598,142913,156866,150411,137611,144593,142530,146549,153806,138322,144388
D008,内分泌学的検査,160031810,サイロキシン（Ｔ４）,111,7895,806,723,706,768,723,578,664,600,598,633,497,599
D008,内分泌学的検査,160031910,成長ホルモン（ＧＨ）,114,48983,4055,3759,4130,4647,5068,3821,4110,3992,4021,3841,3703,3836
D008,内分泌学的検査,160032010,ガストリン,107,7841,675,549,634,741,718,598,667,647,692,651,557,712
D008,内分泌学的検査,160032110,セクレチン,170,29,0,0,10,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160032210,レニン活性,100,125263,10191,10421,10804,11695,11773,10237,10452,10304,10026,10048,9421,9891
D008,内分泌学的検査,160032310,プロラクチン（ＰＲＬ）,98,65112,5348,5497,5485,5914,6116,5128,5464,5542,5290,5059,4933,5336
D008,内分泌学的検査,160032410,エストロゲン半定量,180,422,39,43,39,41,33,46,38,27,28,27,25,36
D008,内分泌学的検査,160032510,ヒト絨毛性ゴナドトロピン（ＨＣＧ）半定量,142,9490,824,911,707,833,950,730,757,792,734,788,676,788
D008,内分泌学的検査,160032610,ヒト絨毛性ゴナドトロピン－βサブユニット（ＨＣＧ－β）,140,9213,765,785,777,928,754,809,841,692,746,710,697,709
D008,内分泌学的検査,160032910,卵胞刺激ホルモン（ＦＳＨ）,114,43179,3543,3385,3696,4120,4198,3357,3718,3481,3583,3367,3245,3486
D008,内分泌学的検査,160033010,Ｃ－ペプチド（ＣＰＲ）,114,276140,24359,22948,23575,24621,22835,20375,22234,22235,22151,24112,23105,23590
D008,内分泌学的検査,160033210,遊離トリヨードサイロニン（ＦＴ３）,130,1159670,97753,96523,95231,104615,100007,91504,95417,94182,96461,101428,91161,95388
D008,内分泌学的検査,160033310,遊離サイロキシン（ＦＴ４）,130,1711709,142662,141522,139925,153539,147128,134833,141399,139570,143520,150663,135399,141549
D008,内分泌学的検査,160033410,カテコールアミン分画,175,74227,6217,6122,6467,6767,6397,5750,6222,6274,6148,5957,5769,6137
D008,内分泌学的検査,160033510,カテコールアミン,200,5116,430,418,418,468,480,402,453,386,449,422,379,411
D008,内分泌学的検査,160033610,カルシトニン,141,7506,635,639,659,657,654,581,617,597,641,577,598,651
D008,内分泌学的検査,160033910,テストステロン,128,20156,1675,1508,1700,1869,1961,1517,1717,1642,1658,1645,1562,1702
D008,内分泌学的検査,160034010,コルチゾール,130,320214,25016,25204,26866,30447,29502,25912,27430,26348,26158,26025,25106,26200
D008,内分泌学的検査,160034110,アルドステロン,128,150415,12267,12398,12960,14124,14156,12184,12708,12338,11898,12119,11387,11876
D008,内分泌学的検査,160034210,サイログロブリン,137,46452,3935,3809,3804,4258,3961,3606,3978,3822,3735,3901,3688,3955
D008,内分泌学的検査,160034310,サイロキシン結合グロブリン（ＴＢＧ）,130,1186,94,100,124,103,98,103,99,86,100,101,84,94
D008,内分泌学的検査,160034410,エストリオール（Ｅ３）,180,341,29,28,40,34,26,33,27,25,24,27,26,22
D008,内分泌学的検査,160034510,１７－ケトジェニックステロイド（１７－ＫＧＳ）,200,260,28,30,35,33,40,31,31,21,0,0,0,0
D008,内分泌学的検査,160034610,１７－ケトジェニックステロイド分画（１７－ＫＧＳ分画）,220,78,0,0,0,10,0,13,0,10,0,0,0,0
D008,内分泌学的検査,160034710,プロゲステロン,155,8486,659,673,753,798,841,653,759,626,673,653,651,747
D008,内分泌学的検査,160034810,プレグナンジオール,213,0,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160034910,プレグナントリオール,240,19,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160035010,メタネフリン,223,913,57,70,72,75,80,79,99,91,79,75,66,70
D008,内分泌学的検査,160035110,メタネフリン・ノルメタネフリン分画,227,8826,667,675,746,826,735,654,761,737,728,750,751,796
D008,内分泌学的検査,160035210,グルカゴン,150,11104,1057,983,920,836,902,818,1003,990,912,864,915,904
D008,内分泌学的検査,160035310,エストラジオール（Ｅ２）,182,23213,1946,1844,2014,2204,2291,1815,2020,1842,1857,1747,1731,1902
D008,内分泌学的検査,160035410,サイクリックＡＭＰ（ｃＡＭＰ）,175,136,25,0,21,16,0,0,0,15,14,0,13,0
D008,内分泌学的検査,160035510,副甲状腺ホルモン（ＰＴＨ）,175,277119,23358,22571,22889,24032,22586,21758,22481,22369,24324,24136,22415,24200
D008,内分泌学的検査,160035610,副腎皮質刺激ホルモン（ＡＣＴＨ）,200,240290,18491,18666,20149,22775,22147,19521,20649,19836,19661,19750,18862,19783
D008,内分泌学的検査,160035710,ソマトメジンＣ,224,45072,3728,3339,3785,4291,4630,3457,3736,3615,3655,3511,3496,3829
D008,内分泌学的検査,160035910,抗利尿ホルモン（ＡＤＨ）,235,58365,4174,4633,5084,6220,6459,5255,4983,4511,4540,4311,4084,4111
D008,内分泌学的検査,160115810,レニン定量,111,17555,1507,1434,1493,1626,1646,1389,1524,1429,1369,1382,1366,1390
D008,内分泌学的検査,160115910,ノルメタネフリン,250,46,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160116010,遊離テストステロン,166,4377,311,328,374,435,390,368,371,358,398,313,362,369
D008,内分泌学的検査,160116210,１７α－ヒドロキシプロゲステロン（１７α－ＯＨＰ）,213,146,11,17,0,21,18,0,12,16,10,11,10,0
D008,内分泌学的検査,160116310,心房性Ｎａ利尿ペプチド（ＡＮＰ）,227,92471,7942,7721,7507,7959,7824,7236,7554,7429,7808,7874,7665,7952
D008,内分泌学的検査,160123850,１１－ハイドロキシコルチコステロイド（１１－ＯＨＣＳ）,60,1573,121,135,139,159,142,140,132,149,123,109,116,108
D008,内分泌学的検査,160124050,ヒト胎盤性ラクトーゲン（ＨＰＬ）,140,63,13,0,0,0,0,0,0,17,0,0,0,0
D008,内分泌学的検査,160124150,低単位ヒト絨毛性ゴナドトロピン（ＨＣＧ）半定量,170,735,65,75,70,61,61,58,68,58,68,37,71,43
D008,内分泌学的検査,160125650,エリスロポエチン,209,86361,7398,7315,7166,7540,7348,6506,7093,7254,7486,7521,6709,7025
D008,内分泌学的検査,160134750,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定性（尿）,55,8915,687,771,798,862,771,792,749,750,701,717,642,675
D008,内分泌学的検査,160135150,５－ハイドロキシインドール酢酸（５－ＨＩＡＡ）（尿）,95,730,62,59,62,71,49,56,64,56,69,70,49,63
D008,内分泌学的検査,160135250,ホモバニリン酸（ＨＶＡ）（尿）,69,3887,334,304,353,326,320,318,337,324,306,342,288,335
D008,内分泌学的検査,160135350,バニールマンデル酸（ＶＭＡ）（尿）,90,6722,550,528,593,620,544,522,567,597,574,560,504,563
D008,内分泌学的検査,160135450,エストロゲン半定量（尿）,180,390,32,46,32,29,30,42,34,26,27,35,23,34
D008,内分泌学的検査,160135550,ヒト絨毛性ゴナドトロピン（ＨＣＧ）半定量（尿）,142,873,77,74,82,98,76,71,90,71,51,67,44,72
D008,内分泌学的検査,160135650,ヒト絨毛性ゴナドトロピン－βサブユニット（ＨＣＧ－β）（尿）,140,595,40,56,52,83,46,32,51,50,43,50,40,52
D008,内分泌学的検査,160135750,卵胞刺激ホルモン（ＦＳＨ）（尿）,114,0,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160135850,Ｃ－ペプチド（ＣＰＲ）（尿）,114,85110,7710,7273,7780,7788,7344,6289,6660,6748,6303,6966,7165,7084
D008,内分泌学的検査,160135950,１７－ケトジェニックステロイド（１７－ＫＧＳ）（尿）,200,111,0,16,10,12,12,12,13,17,0,0,0,0
D008,内分泌学的検査,160136050,１７－ケトジェニックステロイド分画（１７－ＫＧＳ分画）（尿）,220,88,10,0,0,13,10,16,10,0,0,0,0,0
D008,内分泌学的検査,160136150,プレグナンジオール（尿）,213,261,19,21,19,19,24,33,26,20,29,14,21,16
D008,内分泌学的検査,160136350,１７－ケトステロイド分画（１７－ＫＳ分画）（尿）,213,623,50,35,47,53,58,68,55,44,51,56,52,54
D008,内分泌学的検査,160136450,テストステロン（尿）,128,71,0,0,0,0,10,0,0,0,0,0,0,0
D008,内分泌学的検査,160136550,アルドステロン（尿）,128,8381,656,627,782,824,812,621,730,721,652,562,698,696
D008,内分泌学的検査,160136650,エストリオール（Ｅ３）（尿）,180,1198,112,115,98,126,106,106,87,85,101,85,78,99
D008,内分泌学的検査,160136750,エストラジオール（Ｅ２）（尿）,182,30,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160136850,サイクリックＡＭＰ（ｃＡＭＰ）（尿）,175,171,15,20,13,12,16,0,15,15,16,21,12,0
D008,内分泌学的検査,160137050,プレグナントリオール（尿）,240,294,22,25,18,19,27,38,29,24,35,17,22,18
D008,内分泌学的検査,160137150,メタネフリン（尿）,223,2610,219,194,211,208,276,231,243,238,228,196,191,175
D008,内分泌学的検査,160137250,メタネフリン・ノルメタネフリン分画（尿）,227,11936,912,907,985,1080,1051,963,1050,1056,944,986,952,1050
D008,内分泌学的検査,160138350,５－ハイドロキシインドール酢酸（５－ＨＩＡＡ）（髄液）,95,226,19,14,14,21,19,11,27,20,23,24,10,24
D008,内分泌学的検査,160138450,ホモバニリン酸（ＨＶＡ）（髄液）,69,219,17,16,15,22,26,10,26,17,15,16,19,20
D008,内分泌学的検査,160138550,バニールマンデル酸（ＶＭＡ）（髄液）,90,128,11,0,0,0,15,0,15,10,15,15,0,12
D008,内分泌学的検査,160149910,黄体形成ホルモン（ＬＨ）,114,41581,3420,3242,3528,3950,4084,3234,3580,3348,3473,3221,3129,3372
D008,内分泌学的検査,160151250,オステオカルシン（ＯＣ）,165,3191,301,259,267,249,268,263,308,243,268,229,242,294
D008,内分泌学的検査,160152950,デヒドロエピアンドロステロン硫酸抱合体（ＤＨＥＡ－Ｓ）,176,28548,2140,2139,2421,2653,2646,2224,2441,2412,2341,2356,2274,2501
D008,内分泌学的検査,160153650,副甲状腺ホルモン関連蛋白Ｃ端フラグメント（Ｃ－ＰＴＨｒＰ）,180,785,67,75,70,66,73,77,64,55,67,66,50,55
D008,内分泌学的検査,160154650,副甲状腺ホルモン関連蛋白（ＰＴＨｒＰ）,194,12800,995,1075,1048,1201,1146,1028,1102,1053,1019,1070,992,1071
D008,内分泌学的検査,160162050,抗グルタミン酸デカルボキシラーゼ抗体（抗ＧＡＤ抗体）,134,127111,10816,10731,10659,11155,10453,9298,10205,10219,10176,11604,10794,11001
D008,内分泌学的検査,160162350,脳性Ｎａ利尿ペプチド（ＢＮＰ）,136,2407777,206073,202770,193306,204671,198727,186553,195506,199046,209636,217121,195498,198870
D008,内分泌学的検査,160163350,インスリン様成長因子結合蛋白３型（ＩＧＦＢＰ－３）,280,12,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160164250,１型コラーゲン架橋Ｎ－テロペプチド（ＮＴＸ）,156,19732,1696,1716,1733,1869,1716,1495,1575,1640,1602,1629,1484,1577
D008,内分泌学的検査,160164650,デオキシピリジノリン（ＤＰＤ）（尿）,191,2995,259,256,231,225,262,226,245,238,248,259,278,268
D008,内分泌学的検査,160168650,骨型アルカリホスファターゼ（ＢＡＰ）,161,35996,3140,3067,2987,3183,3012,2862,2980,2979,3142,2927,2745,2972
D008,内分泌学的検査,160174850,１型コラーゲン架橋Ｃ－テロペプチド－β異性体（β－ＣＴＸ）（尿）,169,40,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160176950,抗ＩＡ－２抗体,213,9670,849,832,808,874,788,678,755,756,780,899,814,837
D008,内分泌学的検査,160181050,１型コラーゲン架橋Ｃ－テロペプチド－β異性体（β－ＣＴＸ）,170,197,0,11,11,14,0,23,20,28,17,22,19,15
D008,内分泌学的検査,160181250,脳性Ｎａ利尿ペプチド前駆体Ｎ端フラグメント（ＮＴ－ｐｒｏＢＮＰ）,140,696652,57486,56466,54739,58512,58165,54881,57232,58413,60950,63910,56869,59029
D008,内分泌学的検査,160181350,低カルボキシル化オステオカルシン（ｕｃＯＣ）,162,15350,1191,1200,1228,1249,1236,1095,1291,1412,1409,1406,1301,1332
D008,内分泌学的検査,160184450,酒石酸抵抗性酸ホスファターゼ（ＴＲＡＣＰ－５ｂ）,156,95133,7807,7455,7232,7880,7432,7135,7883,8303,8628,8937,8011,8430
D008,内分泌学的検査,160188650,インタクト１型プロコラーゲン－Ｎ－プロペプチド（Ｉｎｔａｃｔ　Ｐ１ＮＰ）,168,13296,1167,1045,1005,1058,1022,988,1092,1198,1239,1189,1109,1184
D008,内分泌学的検査,160192910,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定量,142,18825,1551,1578,1490,1740,1698,1661,1602,1601,1480,1450,1432,1542
D008,内分泌学的検査,160193010,ヒト絨毛性ゴナドトロピン（ＨＣＧ）定量（尿）,142,984,99,102,75,106,112,81,55,61,69,63,80,81
D008,内分泌学的検査,160193110,エストロゲン定量,180,626,50,39,56,66,63,43,53,54,46,48,49,59
D008,内分泌学的検査,160193210,エストロゲン定量（尿）,180,13,0,0,0,0,0,0,0,0,0,0,0,0
D008,内分泌学的検査,160201750,１型プロコラーゲン－Ｎ－プロペプチド（Ｐ１ＮＰ）,170,65659,5361,5115,4880,5428,5047,4894,5414,5825,6007,6284,5619,5785
D009,腫瘍マーカー,160036510,癌胎児性抗原（ＣＥＡ）,105,689059,57908,59048,56754,62131,59126,55716,58482,55819,55660,59928,52842,55645
D009,腫瘍マーカー,160036710,α－フェトプロテイン（ＡＦＰ）,107,150316,12641,12706,12408,13850,12883,12268,12634,12061,12237,12932,11513,12183
D009,腫瘍マーカー,160036910,ＤＵＰＡＮ－２,121,30720,2505,2616,2545,2852,2620,2491,2560,2364,2498,2655,2408,2606
D009,腫瘍マーカー,160037110,組織ポリペプタイド抗原（ＴＰＡ）,110,2503,228,204,194,228,212,210,196,241,203,195,182,210
D009,腫瘍マーカー,160037210,ＣＡ１９－９,130,546764,45639,46342,45041,49462,46978,44547,46897,44236,44067,47154,41875,44526
D009,腫瘍マーカー,160037310,ＣＡ１５－３,121,15472,1194,1312,1269,1410,1355,1206,1319,1328,1225,1439,1205,1210
D009,腫瘍マーカー,160037410,扁平上皮癌関連抗原（ＳＣＣ抗原）,110,103331,8710,8990,8590,9297,8787,8247,8754,8293,8393,9116,7889,8265
D009,腫瘍マーカー,160037510,前立腺特異抗原（ＰＳＡ）,130,117936,9746,9813,9795,10743,10466,9482,9961,9464,9811,10031,9231,9393
D009,腫瘍マーカー,160037710,エラスターゼ１,129,20249,1705,1765,1704,1868,1745,1701,1722,1595,1648,1668,1496,1632
D009,腫瘍マーカー,160037810,前立腺酸ホスファターゼ抗原（ＰＡＰ）,124,135,14,11,0,13,11,12,10,0,10,10,21,0
D009,腫瘍マーカー,160037910,神経特異エノラーゼ（ＮＳＥ）,146,33469,2902,2947,2847,2962,2934,2634,2773,2744,2737,2895,2504,2590
D009,腫瘍マーカー,160038010,ＣＡ１２５,148,78592,6399,6632,6561,7197,6780,6417,6724,6428,6331,6872,5849,6402
D009,腫瘍マーカー,160038110,γ－セミノプロテイン（γ－Ｓｍ）,194,345,47,32,41,34,27,27,17,20,26,28,25,21
D009,腫瘍マーカー,160116410,ＮＣＣ－ＳＴ－４３９,121,3781,282,303,303,360,342,291,321,310,297,355,303,314
D009,腫瘍マーカー,160116510,ＣＡ７２－４,146,3737,313,327,293,330,318,328,329,268,290,339,274,328
D009,腫瘍マーカー,160116910,塩基性フェトプロテイン（ＢＦＰ）,150,482,53,37,38,52,52,37,31,29,45,44,32,32
D009,腫瘍マーカー,160117010,ＳＰａｎ－１,146,22945,1891,1936,1876,2104,1945,1883,1915,1752,1868,2002,1808,1965
D009,腫瘍マーカー,160117110,ＰＩＶＫＡ－２半定量,143,32088,2682,2660,2648,2852,2685,2584,2645,2700,2725,2837,2464,2606
D009,腫瘍マーカー,160117210,シアリルＬｅｘ－ｉ抗原（ＳＬＸ）,152,28070,2291,2443,2349,2487,2337,2297,2339,2311,2292,2517,2079,2328
D009,腫瘍マーカー,160125750,ＢＣＡ２２５,165,1394,99,111,108,146,122,106,124,98,100,152,118,110
D009,腫瘍マーカー,160137350,組織ポリペプタイド抗原（ＴＰＡ）（尿）,110,0,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160138850,ＳＰａｎ－１（腹水）,146,0,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160142450,シアリルＴｎ抗原（ＳＴＮ）,146,1229,121,101,104,120,99,118,107,97,80,98,83,101
D009,腫瘍マーカー,160143250,癌胎児性抗原（ＣＥＡ）定性（乳頭分泌液）,314,23,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160150350,ＣＡ６０２,190,63,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160150450,ＣＡ５４／６１,184,84,0,0,0,0,0,10,0,11,12,0,0,0
D009,腫瘍マーカー,160158050,可溶性インターロイキン－２レセプター（ｓＩＬ－２Ｒ）,438,169746,13402,14137,13891,15330,14375,13518,14561,13964,13918,15023,13458,14169
D009,腫瘍マーカー,160159050,サイトケラチン１９フラグメント（シフラ）,167,104948,8810,9203,8738,9366,8853,8351,8759,8511,8496,9613,7973,8275
D009,腫瘍マーカー,160162150,α－フェトプロテインレクチン分画（ＡＦＰ－Ｌ３％）,190,13927,1244,1161,1213,1335,1224,1116,1150,1113,1147,1083,1021,1120
D009,腫瘍マーカー,160162250,ガストリン放出ペプチド前駆体（ＰｒｏＧＲＰ）,175,81077,6809,7132,6707,7377,6918,6578,6809,6466,6544,7192,6159,6386
D009,腫瘍マーカー,160163250,シアリルＬｅｘ抗原（ＣＳＬＥＸ）,169,239,25,28,19,25,19,13,15,16,24,19,11,25
D009,腫瘍マーカー,160163750,癌関連ガラクトース転移酵素（ＧＡＴ）,184,0,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160168850,核マトリックスプロテイン２２（ＮＭＰ２２）定性（尿）,151,678,48,53,52,56,58,62,68,55,66,43,55,62
D009,腫瘍マーカー,160168950,遊離型ＰＳＡ比（ＰＳＡ　Ｆ／Ｔ比）,158,3475,258,294,289,324,324,300,295,296,305,270,237,283
D009,腫瘍マーカー,160169710,尿中ＢＴＡ,80,83,0,0,0,0,0,0,17,0,0,0,0,14
D009,腫瘍マーカー,160175610,ＨＥＲ２蛋白,320,489,48,42,40,46,46,46,37,39,30,48,33,34
D009,腫瘍マーカー,160178510,１型コラーゲン－Ｃ－テロペプチド（１ＣＴＰ）,170,4434,368,372,357,410,322,355,373,367,352,389,384,385
D009,腫瘍マーカー,160181750,抗ｐ５３抗体,163,4466,332,377,347,410,379,388,375,357,342,383,391,385
D009,腫瘍マーカー,160184850,サイトケラチン８・１８（尿）,160,0,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160193310,ＰＩＶＫＡ－２定量,143,47003,3966,3814,4018,4302,4036,3681,3954,3717,3880,4067,3629,3939
D009,腫瘍マーカー,160193410,癌胎児性抗原（ＣＥＡ）半定量（乳頭分泌液）,314,12,0,0,0,0,0,0,0,0,0,0,0,0
D009,腫瘍マーカー,160200410,核マトリックスプロテイン２２（ＮＭＰ２２）定量（尿）,151,476,42,37,38,47,39,34,54,39,43,28,26,49
D009,腫瘍マーカー,160204750,可溶性メソテリン関連ペプチド,220,1297,105,110,119,114,114,102,121,87,108,120,98,99
D009,腫瘍マーカー,160209850,ヒト精巣上体蛋白４（ＨＥ４）,200,987,69,72,95,83,98,81,81,89,73,84,69,93
D010,特殊分析,160038210,糖分析（尿）,38,495,42,33,45,40,39,46,30,35,54,45,36,50
D010,特殊分析,160038310,結石分析,120,55684,4109,4464,4773,5123,4984,4601,5099,4715,4757,4311,4199,4549
D010,特殊分析,160038410,アミノ酸定性,350,1414,130,106,107,116,115,115,123,126,106,138,116,116
D010,特殊分析,160038510,脂肪酸分画,429,71526,6338,6046,6037,6333,5770,5453,6151,6005,6032,6008,5546,5807
D010,特殊分析,160038610,アミノ酸（１種類につき）,295,23615,1921,1903,1848,2057,1990,1889,1995,1994,2056,2059,1963,1940
D010,特殊分析,160038750,フェニール・アラニン（血清）,295,40,0,0,0,0,0,0,0,0,0,0,0,0
D010,特殊分析,160038850,ヒスチジン定量（血清）,295,0,0,0,0,0,0,0,0,0,0,0,0,0
D010,特殊分析,160038950,フェニール・アラニン（尿中）,295,0,0,0,0,0,0,0,0,0,0,0,0,0
D010,特殊分析,160039050,ヒスチジン定量（尿中）,295,163,17,16,11,16,20,10,23,10,13,0,13,0
D010,特殊分析,160102410,アミノ酸（５種類以上）,1212,8803,676,666,709,819,742,722,713,795,735,730,737,759
D010,特殊分析,160137450,アミノ酸定性（尿）,350,175,0,0,11,14,0,15,23,20,0,19,19,16
D010,特殊分析,160151850,チロシン,200,453,39,27,36,42,38,34,43,46,34,42,40,32
D010,特殊分析,160157550,総分岐鎖アミノ酸／チロシンモル比（ＢＴＲ）,288,16315,1354,1277,1443,1547,1374,1291,1368,1379,1327,1359,1246,1350
D010,特殊分析,160169810,先天性代謝異常症検査,1176,2158,154,167,185,169,192,156,170,189,245,201,164,166
D011,免疫血液学的検査,160039110,ＡＢＯ血液型,24,2066236,174343,172103,167017,177768,173482,165385,174555,173290,179110,179446,162611,167126
D011,免疫血液学的検査,160039210,Ｒｈ（Ｄ）血液型,24,2001240,168753,166611,161989,172272,168082,160274,169062,168015,173383,173535,157448,161816
D011,免疫血液学的検査,160039310,Ｃｏｏｍｂｓ試験（直接）,34,59625,4787,5056,5034,5364,5158,4898,5068,4911,4913,5079,4522,4835
D011,免疫血液学的検査,160039410,Ｃｏｏｍｂｓ試験（間接）,47,65474,5292,5462,5582,5835,5645,5470,5598,5340,5655,5578,4885,5132
D011,免疫血液学的検査,160039510,ＡＢＯ血液型亜型,260,706,54,89,74,87,56,49,55,78,34,34,48,48
D011,免疫血液学的検査,160039610,Ｒｈ（その他の因子）血液型,156,5316,461,458,417,506,442,392,441,421,451,485,415,427
D011,免疫血液学的検査,160039710,抗血小板抗体,262,10844,896,927,941,1007,919,903,970,841,831,900,817,892
D011,免疫血液学的検査,160117310,ＡＢＯ血液型関連糖転移酵素活性,191,98,0,0,12,0,0,12,0,0,0,0,10,0
D011,免疫血液学的検査,160161410,不規則抗体,159,221300,18229,17880,17800,18982,18924,18050,18916,18368,19091,19065,17305,18690
D011,免疫血液学的検査,160178610,血小板関連ＩｇＧ（ＰＡ－ＩｇＧ）,204,15599,1279,1303,1343,1451,1377,1278,1339,1261,1178,1317,1167,1306
D011,免疫血液学的検査,160201050,血小板第４因子－ヘパリン複合体抗体（ＩｇＧ、ＩｇＭ及びＩｇＡ抗体）,390,5700,458,462,468,523,491,423,448,458,467,544,454,504
D011,免疫血液学的検査,160201150,血小板第４因子－ヘパリン複合体抗体（ＩｇＧ抗体）,389,589,55,43,47,46,44,42,69,55,44,56,42,46
D012,感染症免疫学的検査,160007110,クロストリジウム・ディフィシル抗原定性,80,342365,28073,28623,27730,30118,29397,27289,28344,27348,29578,30025,27237,28603
D012,感染症免疫学的検査,160039810,梅毒血清反応（ＳＴＳ）定性,15,2885875,245625,242913,234463,253448,247642,229973,243300,239522,247368,250649,222729,228243
D012,感染症免疫学的検査,160039910,抗ストレプトリジンＯ（ＡＳＯ）定性,15,38318,3273,3471,3307,3590,3356,3161,3107,3083,3206,3165,2709,2890
D012,感染症免疫学的検査,160040110,トキソプラズマ抗体半定量,26,160,15,12,12,13,16,0,19,13,13,15,0,14
D012,感染症免疫学的検査,160040710,梅毒血清反応（ＳＴＳ）定量,34,32510,2587,2535,2279,2716,2644,2738,2753,2878,2733,2837,2937,2873
D012,感染症免疫学的検査,160040810,抗ストレプトキナーゼ（ＡＳＫ）定性,29,10782,974,993,928,1011,926,820,845,827,940,926,791,801
D012,感染症免疫学的検査,160040910,梅毒トレポネーマ抗体定性,32,3159962,269440,266937,257760,278033,271460,252775,266259,262203,269824,273325,243260,248686
D012,感染症免疫学的検査,160041010,マイコプラズマ抗体定性,32,72926,6204,6236,5598,5953,5561,5660,6022,6239,6416,6794,5882,6361
D012,感染症免疫学的検査,160041510,梅毒トレポネーマ抗体半定量,53,29594,2598,2508,2417,2579,2516,2285,2500,2580,2506,2450,2314,2341
D012,感染症免疫学的検査,160041610,ウイルス抗体価（定性・半定量・定量）（アデノウイルス）,79,9477,842,958,817,939,767,738,675,724,818,776,710,713
D012,感染症免疫学的検査,160041710,ウイルス抗体価（定性・半定量・定量）（コクサッキーウイルス）,79,5649,480,452,525,603,603,437,400,382,469,487,431,380
D012,感染症免疫学的検査,160041810,ウイルス抗体価（定性・半定量・定量）（サイトメガロウイルス）,79,8183,700,701,696,731,686,600,685,678,692,694,642,678
D012,感染症免疫学的検査,160041910,ウイルス抗体価（定性・半定量・定量）（ＥＢウイルス）,79,23315,1939,2043,2062,2209,2112,1885,1937,1783,1894,1857,1769,1825
D012,感染症免疫学的検査,160042010,ウイルス抗体価（定性・半定量・定量）（エコーウイルス）,79,3807,336,349,340,345,364,288,228,281,342,380,306,248
D012,感染症免疫学的検査,160042110,ウイルス抗体価（定性・半定量・定量）（ヘルペスウイルス）,79,23842,1951,1978,1995,2221,2056,2002,2050,1951,1941,1993,1830,1874
D012,感染症免疫学的検査,160042210,ウイルス抗体価（定性・半定量・定量）（インフルエンザウイルスＡ型）,79,5959,475,478,352,307,294,363,434,503,764,844,622,523
